order_id,lat,lng,promised_time,on_demand,picker_id,driver_id,total_minutes,number_products,found,order_sb_distance,store_1,store_2,store_3,store_4,store_5,store_6,store_7,store_8,store_9,store_10,store_11,store_12,store_13,store_14,store_15,store_16,store_17
6abd5e28d01b7c733fe37485294235dc,18.22114109606681,-100.31391366664616,13.0,0,09bb5bfe76adbb474dddbdd111a51623,09bb5bfe76adbb474dddbdd111a51623,91.800861,27.0,1.0,1.618391524892205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d37a1eea001f01b40232ffd496ff663,18.177712202580363,-100.35705073096969,13.0,0,c4c722114a82fa21654e57e9636d68b0,c4c722114a82fa21654e57e9636d68b0,206.59973200000002,103.0,1.0,3.3359212357315338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528428e9b9eb5d3bd0dbdd8da692b087,18.26683205404419,-100.31755280890673,11.0,0,e15c7a67d0ea9a54dffb410bc1d8528b,e15c7a67d0ea9a54dffb410bc1d8528b,93.458001,6.0,0.0,2.8267014635396346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3f7be6d64eae7405b7bf024e04807a2,18.248884004419427,-100.3226215187043,10.0,0,d1f0bd4b237c1358f09db22076b940e7,d1f0bd4b237c1358f09db22076b940e7,124.77876100000002,17.0,1.0,2.75683989051985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0ad6533b6cd9a382ec6c1d473c5036c,18.22911027242013,-100.32267241783856,11.0,0,06a71e8ab0c6db5ce22a4689fd76a3f4,06a71e8ab0c6db5ce22a4689fd76a3f4,130.321208,44.0,1.0,0.9069328368303959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
f169a660e8667798da11775767cdce78,18.289333934476076,-100.32279563024505,12.0,0,163278a2f745b3416526066a5fe12f3b,163278a2f745b3416526066a5fe12f3b,74.99311800000001,2.0,0.0,2.95666833169079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073eca5efe7ebb1073ec80cb90185c20,18.220781926558036,-100.41730464104877,12.0,0,e0322b49c16e71de1fe1837d98f23468,e0322b49c16e71de1fe1837d98f23468,65.901589,2.0,0.0,4.5942151728624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99a360636e3cb03552b6d74b4ccef603,18.2207131731412,-100.41722331613269,10.0,0,649984b82d3dd1a1083a72de6b4b348c,649984b82d3dd1a1083a72de6b4b348c,93.661068,3.0,0.0,1.1881238512541317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c1800bdd3c666b497b39d6e526917167,18.220946960795164,-100.41727333923416,10.0,0,a083ea904c55052cdb58917ed790ca96,a083ea904c55052cdb58917ed790ca96,66.5212,20.0,1.0,0.32761328142689694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4c64ceaa31265a4b2ff0dec82b9beeb,18.21779028764211,-100.34468733201766,17.0,0,2bfd559c4bef0e59fee43bf322e3ea5e,2bfd559c4bef0e59fee43bf322e3ea5e,83.232147,1.0,0.0,4.253119067795673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e330962281e3de49b3d3856653e6da71,18.30324148496361,-100.3444473742416,11.0,0,29c7a131083ab05e25a3d9b4d49d8c5e,29c7a131083ab05e25a3d9b4d49d8c5e,87.612301,15.0,1.0,0.05965407658650095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4211ea0cba325e47bb71b7fed552d9c4,18.268401752438127,-100.31249599581069,9.0,0,8a7dc2f6cfa12b8f6514043aaf5e5bc7,8a7dc2f6cfa12b8f6514043aaf5e5bc7,88.36366600000001,3.0,1.0,4.6411331882211355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df5de78cdde5a1fcd3ab2e1854a4b7a0,18.26850386845331,-100.3125656977027,12.0,0,91b508d81eb559e384062d1c046594b9,91b508d81eb559e384062d1c046594b9,153.3419,20.0,1.0,3.2918946245704364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616d54ad9cb3f34dea010dd777f90c7,18.286820627267726,-100.33227666582034,10.0,0,47e079a2408b680d81ff7637e376ff66,1452af436d5f09d058810324f8a43548,174.948732,31.0,1.0,2.2423967912096896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce264645741a0fc79890f06ea7b2336b,18.277937076581587,-100.3033117013628,13.0,0,7ff3aa21189a1cc947a2b89014b453ba,7ff3aa21189a1cc947a2b89014b453ba,60.097044,1.0,0.0,0.8458256174232244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b72060dd7e1b8ea5c4e7061dc35ce31f,18.225234112772924,-100.40516915745691,12.0,0,c11a9ee46ee2c3234d196a2c06d65198,c11a9ee46ee2c3234d196a2c06d65198,91.439743,37.0,1.0,1.6010385239049643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f28062e9d0b9d4cfa1a44d248b9c5e84,18.22146121529456,-100.32818499116976,11.0,0,b49ed2d763e39e6834e0f5f35c754132,b49ed2d763e39e6834e0f5f35c754132,69.157783,8.0,1.0,1.460569901230203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975dbd17902585a82876fe61d7005e0c,18.284726183301327,-100.36488601584408,10.0,0,3cd818bedd90395346bce737dec49e3f,3cd818bedd90395346bce737dec49e3f,132.419758,56.0,1.0,2.412822096853901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d6365ef228fe1197d22b9c98596a448,18.197333606478978,-100.40014309236116,12.0,0,60cbe02ce6b97a961dc6a07e3ce596e0,60cbe02ce6b97a961dc6a07e3ce596e0,155.921219,44.0,1.0,7.135988275553004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119166fd7165cb2898aadf8a43538350,18.28512379246025,-100.35990686423649,10.0,0,f3010c097d4ce083079bedef7296e3ec,f3010c097d4ce083079bedef7296e3ec,95.872938,25.0,1.0,2.0316255536327716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17daa9724e617a9ee38dd3cf367f4429,18.219983015660056,-100.33980683512604,10.0,0,1469ec61e6ecbc286d517aa9dbd6d9ac,1469ec61e6ecbc286d517aa9dbd6d9ac,152.064979,43.0,1.0,2.577524298087746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2eff8a7fc14ae172469e39978adfac3a,18.292958032845725,-100.35388017186595,12.0,0,78cda2181a7a98488ddf1878c8146c04,78cda2181a7a98488ddf1878c8146c04,107.341451,29.0,1.0,0.9555589937039634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475d652e3885af91dd8a3873429c96f8,18.29028504321305,-100.42167015947344,11.0,0,e77ca6f3ed19586bcc3840677caea4a5,e77ca6f3ed19586bcc3840677caea4a5,76.983809,5.0,1.0,3.1839739010656216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143756b901adf85760ad8b96b7e6cb58,18.290063487746846,-100.4216033979168,11.0,0,fc2f679a0856504a198218e607e8e38d,fc2f679a0856504a198218e607e8e38d,88.738024,35.0,1.0,3.4004723624941295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a951ca1517d7b705a05002e4211d23,18.295326067292027,-100.32208565640366,9.0,0,682d7c7528d3d2b1b7852522197bbd8b,682d7c7528d3d2b1b7852522197bbd8b,115.705848,22.0,1.0,0.5821669354796252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84c7d713196ad09c79b81a471fc39992,18.209197276119827,-100.3149198308055,20.0,0,9e3384c8b66d5ad5b68ba1570d4f16fa,9e3384c8b66d5ad5b68ba1570d4f16fa,63.252896,17.0,1.0,2.19961313585942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ca1a72c17a3465b1b4646b8e39cd410,18.265152430295643,-100.4347958462368,11.0,0,49dfd85cdb6407e1dfea7738f42f6ce1,49dfd85cdb6407e1dfea7738f42f6ce1,174.041294,39.0,1.0,2.1880290039371726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
605db8da3965581ea0bf6d56082600bf,18.24551288955449,-100.40992084939829,10.0,0,b7e1166967f3ad4aa76d6090cf099f80,b7e1166967f3ad4aa76d6090cf099f80,53.29401,9.0,0.0,1.7091900871766852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1d9a4f57ffe610c5fb453a0ab350ea0,18.245506201053,-100.41015840731444,10.0,0,056c7cc586dece322e35970ee60234da,056c7cc586dece322e35970ee60234da,42.81824,1.0,0.0,2.2554385335112945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
